iteration,loss,loss_coarse,loss_fine,psnr,learning_rate,time_per_iter,rays_per_sec
0,0.3380436301231384,0.12945207953453064,0.2085915505886078,6.807032585144043,0.0004999953948510215,0.30848240852355957,3319.476157168925
1,0.38667577505111694,0.18451742827892303,0.20215833187103271,6.943083763122559,0.0004999907897444578,0.11190342903137207,9150.74729044203
2,0.3728531002998352,0.17813937366008759,0.1947137415409088,7.106034278869629,0.0004999861846803086,0.11900019645690918,8605.027810780108
3,0.37735649943351746,0.180853009223938,0.19650349020957947,7.06629753112793,0.0004999815796585733,0.10898280143737793,9395.977957021003
4,0.36072826385498047,0.17317210137844086,0.18755614757537842,7.268686771392822,0.0004999769746792518,0.10671234130859375,9595.891041681562
5,0.3511180281639099,0.16862258315086365,0.18249544501304626,7.387479782104492,0.0004999723697423433,0.10749125480651855,9526.356370508216
6,0.3360179364681244,0.1619204878807068,0.1740974485874176,7.592076301574707,0.0004999677648478477,0.10905766487121582,9389.528019045913
7,0.320517361164093,0.1554093062877655,0.16510805487632751,7.822317600250244,0.0004999631599957647,0.11396193504333496,8985.456412359228
8,0.302253395318985,0.14798817038536072,0.15426522493362427,8.11732006072998,0.0004999585551860936,0.1080179214477539,9479.908391824483
9,0.27771568298339844,0.13760706782341003,0.1401086002588272,8.53535270690918,0.0004999539504188343,0.10696554183959961,9573.176392969068
10,0.24751213192939758,0.12527836859226227,0.12223377078771591,9.128087997436523,0.0004999493456939861,0.10803794860839844,9478.151086630298
11,0.21926212310791016,0.11406861245632172,0.10519351810216904,9.780110359191895,0.000499944741011549,0.10810971260070801,9471.85942286275
12,0.18607525527477264,0.09754958003759384,0.0885256752371788,10.52930736541748,0.0004999401363715223,0.10837626457214355,9448.563336655205
13,0.20107309520244598,0.09808485209941864,0.10298824310302734,9.872123718261719,0.0004999355317739057,0.10601639747619629,9658.883195214376
14,0.187759131193161,0.0902828574180603,0.09747626632452011,10.111011505126953,0.0004999309272186987,0.10710358619689941,9560.837655963047
15,0.19344216585159302,0.09485334157943726,0.09858882427215576,10.061722755432129,0.0004999263227059012,0.10849142074584961,9438.534337187888
16,0.18373394012451172,0.09100659191608429,0.09272735565900803,10.327921867370605,0.0004999217182355126,0.1254279613494873,8164.048821193614
17,0.18906256556510925,0.09419316053390503,0.09486939758062363,10.228738784790039,0.0004999171138075324,0.11748433113098145,8716.055921179466
18,0.1843164563179016,0.09164702147245407,0.09266942739486694,10.330635070800781,0.0004999125094219605,0.10749173164367676,9526.314111251339
19,0.17138786613941193,0.0851660892367363,0.08622177690267563,10.643831253051758,0.0004999079050787964,0.10800528526306152,9481.017503040792
20,0.17792579531669617,0.08827891200780869,0.08964687585830688,10.474648475646973,0.0004999033007780396,0.10751700401306152,9524.07490703146
21,0.1796669363975525,0.08943697810173035,0.09022995829582214,10.446492195129395,0.0004998986965196898,0.10652637481689453,9612.64289487113
22,0.1822969615459442,0.09075888246297836,0.09153807163238525,10.38398265838623,0.0004998940923037465,0.10867834091186523,9422.300629620691
23,0.17735524475574493,0.08861904591321945,0.08873619884252548,10.518991470336914,0.0004998894881302095,0.1072092056274414,9551.41859327326
24,0.17171481251716614,0.08592744916677475,0.08578735589981079,10.66576862335205,0.0004998848839990783,0.11672759056091309,8772.561783202715
25,0.1782957911491394,0.08923464268445969,0.08906115591526031,10.503116607666016,0.0004998802799103525,0.11669445037841797,8775.053112460466
26,0.18627040088176727,0.09330739080905914,0.09296301007270813,10.316898345947266,0.0004998756758640317,0.1067967414855957,9588.307524702079
27,0.16833853721618652,0.08415687084197998,0.08418166637420654,10.747824668884277,0.0004998710718601156,0.10851383209228516,9436.584998022587
28,0.18073128163814545,0.09046725928783417,0.09026402235031128,10.444852828979492,0.0004998664678986037,0.10750389099121094,9525.236626865142
29,0.16322746872901917,0.08171229809522629,0.08151517808437347,10.887615203857422,0.0004998618639794957,0.10698390007019043,9571.533654392577
30,0.18088388442993164,0.09051716327667236,0.09036672115325928,10.43991470336914,0.0004998572601027911,0.10700798034667969,9569.379747963567
31,0.17849205434322357,0.08951342105865479,0.08897863328456879,10.507143020629883,0.0004998526562684897,0.10822701454162598,9461.593340044985
32,0.16928187012672424,0.08478689193725586,0.08449497073888779,10.73169231414795,0.0004998480524765909,0.10631775856018066,9631.504782151418
33,0.1687631905078888,0.08449144661426544,0.08427175134420395,10.743180274963379,0.0004998434487270945,0.1075141429901123,9524.328349007756
34,0.16194021701812744,0.08124411106109619,0.08069609850645065,10.931474685668945,0.0004998388450199998,0.10797429084777832,9483.739063807612
35,0.17217962443828583,0.08625559508800507,0.08592402935028076,10.658854484558105,0.0004998342413553067,0.10747146606445312,9528.110460369857
36,0.17277121543884277,0.0866418331861496,0.08612938970327377,10.648487091064453,0.0004998296377330148,0.10700178146362305,9569.93412626616
37,0.17469748854637146,0.08750846236944199,0.08718901872634888,10.595380783081055,0.0004998250341531235,0.10632133483886719,9631.180811940512
38,0.16600248217582703,0.08319319784641266,0.08280929177999496,10.819210052490234,0.0004998204306156327,0.1069176197052002,9577.467239014817
39,0.1800345778465271,0.09026536345481873,0.08976920694112778,10.468727111816406,0.0004998158271205418,0.10697555541992188,9572.280283849803
40,0.17922741174697876,0.09002207964658737,0.08920532464981079,10.496092796325684,0.0004998112236678504,0.10850834846496582,9437.061889580042
41,0.15664491057395935,0.07875099778175354,0.07789390534162521,11.084965705871582,0.0004998066202575582,0.10702323913574219,9568.015398050293
42,0.17226533591747284,0.08657610416412354,0.0856892317533493,10.670738220214844,0.0004998020168896647,0.10767602920532227,9510.008936597982
